=== Predictions on user test set ===

    inst#     actual  predicted error prediction
    29374        1:?      2:Yes       0.95 
    29375        1:?      2:Yes       0.9 
    29376        1:?      2:Yes       0.64 
    29377        1:?      2:Yes       0.83 
    29378        1:?       1:No       0.69 
    29379        1:?      2:Yes       0.52 
    29380        1:?      2:Yes       0.75 
    29381        1:?      2:Yes       0.96 
    29382        1:?      2:Yes       0.77 
    29383        1:?       1:No       0.9 
    29384        1:?       1:No       0.99 
    29385        1:?      2:Yes       1 
    29386        1:?      2:Yes       0.97 
    29387        1:?      2:Yes       0.62 
    29388        1:?       1:No       0.92 
    29389        1:?      2:Yes       1 
    29390        1:?      2:Yes       0.91 
    29391        1:?       1:No       0.99 
    29392        1:?       1:No       0.8 
    29393        1:?      2:Yes       0.86 
    29394        1:?      2:Yes       0.91 
    29395        1:?       1:No       0.83 
    29396        1:?      2:Yes       0.53 
    29397        1:?       1:No       0.98 
    29398        1:?       1:No       0.86 
    29399        1:?       1:No       0.87 
    29400        1:?       1:No       0.98 
    29401        1:?       1:No       0.61 
    29402        1:?       1:No       0.71 
    29403        1:?       1:No       0.98 
    29404        1:?       1:No       0.9 
    29405        1:?       1:No       0.58 
    29406        1:?       1:No       0.73 
    29407        1:?       1:No       0.55 
    29408        1:?      2:Yes       0.74 
    29409        1:?       1:No       0.92 
    29410        1:?       1:No       0.7 
    29411        1:?      2:Yes       0.84 
    29412        1:?       1:No       0.88 
    29413        1:?      2:Yes       0.85 
    29414        1:?       1:No       0.62 
    29415        1:?       1:No       0.77 
    29416        1:?       1:No       0.7 
    29417        1:?       1:No       0.95 
    29418        1:?      2:Yes       0.71 
    29419        1:?       1:No       0.93 
    29420        1:?      2:Yes       0.62 
    29421        1:?      2:Yes       0.74 
    29422        1:?       1:No       0.78 
    29423        1:?       1:No       0.54 
    29424        1:?       1:No       0.86 
    29425        1:?      2:Yes       1 
    29426        1:?      2:Yes       0.75 
    29427        1:?       1:No       0.88 
    29428        1:?       1:No       0.71 
    29429        1:?      2:Yes       0.57 
    29430        1:?       1:No       0.76 
    29431        1:?       1:No       0.9 
    29432        1:?       1:No       0.88 
    29433        1:?      2:Yes       1 
    29434        1:?       1:No       0.88 
    29435        1:?       1:No       0.98 
    29436        1:?       1:No       0.72 
    29437        1:?       1:No       0.77 
    29438        1:?      2:Yes       0.72 
    29439        1:?      2:Yes       0.61 
    29440        1:?      2:Yes       0.78 
    29441        1:?       1:No       0.83 
    29442        1:?       1:No       0.77 
    29443        1:?      2:Yes       0.89 
    29444        1:?       1:No       0.93 
    29445        1:?      2:Yes       0.58 
    29446        1:?      2:Yes       0.96 
    29447        1:?       1:No       0.54 
    29448        1:?      2:Yes       0.54 
    29449        1:?      2:Yes       0.53 
    29450        1:?       1:No       0.82 
    29451        1:?      2:Yes       0.57 
    29452        1:?      2:Yes       0.86 
    29453        1:?      2:Yes       0.87 
    29454        1:?      2:Yes       0.9 
    29455        1:?       1:No       0.88 
    29456        1:?      2:Yes       0.88 
    29457        1:?       1:No       1 
    29458        1:?       1:No       0.77 
    29459        1:?       1:No       0.88 
    29460        1:?      2:Yes       0.93 
    29461        1:?      2:Yes       0.79 
    29462        1:?       1:No       0.89 
    29463        1:?      2:Yes       0.51 
    29464        1:?      2:Yes       0.82 
    29465        1:?      2:Yes       0.81 
    29466        1:?       1:No       0.82 
    29467        1:?       1:No       0.98 
    29468        1:?      2:Yes       0.69 
    29469        1:?       1:No       0.64 
    29470        1:?       1:No       0.96 
    29471        1:?      2:Yes       0.9 
    29472        1:?       1:No       0.88 
    29473        1:?       1:No       0.74 
    29474        1:?       1:No       0.93 
    29475        1:?      2:Yes       0.84 
    29476        1:?       1:No       0.5 
    29477        1:?      2:Yes       0.83 
    29478        1:?      2:Yes       0.87 
    29479        1:?       1:No       0.77 
    29480        1:?       1:No       0.96 
    29481        1:?       1:No       0.88 
    29482        1:?       1:No       0.78 
    29483        1:?       1:No       0.93 
    29484        1:?      2:Yes       0.85 
    29485        1:?       1:No       0.99 
    29486        1:?      2:Yes       0.96 
    29487        1:?      2:Yes       1 
    29488        1:?       1:No       0.86 
    29489        1:?       1:No       0.86 
    29490        1:?      2:Yes       0.8 
    29491        1:?       1:No       0.78 
    29492        1:?      2:Yes       0.7 
    29493        1:?       1:No       0.98 
    29494        1:?       1:No       0.94 
    29495        1:?      2:Yes       0.95 
    29496        1:?      2:Yes       0.92 
    29497        1:?      2:Yes       0.99 
    29498        1:?       1:No       0.97 
    29499        1:?       1:No       0.6 
    29500        1:?       1:No       0.76 
    29501        1:?      2:Yes       0.51 
    29502        1:?       1:No       0.74 
    29503        1:?       1:No       0.82 
    29504        1:?      2:Yes       0.94 
    29505        1:?       1:No       0.81 
    29506        1:?       1:No       0.76 
    29507        1:?       1:No       0.83 
    29508        1:?      2:Yes       0.51 
    29509        1:?       1:No       0.75 
    29510        1:?       1:No       0.79 
    29511        1:?       1:No       0.87 
    29512        1:?       1:No       0.75 
    29513        1:?       1:No       0.98 
    29514        1:?       1:No       0.79 
    29515        1:?       1:No       0.82 
    29516        1:?      2:Yes       0.83 
    29517        1:?       1:No       0.92 
    29518        1:?      2:Yes       0.99 
    29519        1:?       1:No       0.86 
    29520        1:?      2:Yes       0.9 
    29521        1:?       1:No       0.88 
    29522        1:?      2:Yes       0.69 
    29523        1:?      2:Yes       0.88 
    29524        1:?       1:No       0.74 
    29525        1:?      2:Yes       1 
    29526        1:?       1:No       0.61 
    29527        1:?       1:No       0.88 
    29528        1:?       1:No       0.77 
    29529        1:?       1:No       0.93 
    29530        1:?      2:Yes       0.9 
    29531        1:?       1:No       0.89 
    29532        1:?       1:No       0.83 
    29533        1:?       1:No       0.71 
    29534        1:?      2:Yes       0.95 
    29535        1:?      2:Yes       0.58 
    29536        1:?       1:No       0.98 
    29537        1:?       1:No       0.96 
    29538        1:?      2:Yes       0.81 
    29539        1:?       1:No       0.82 
    29540        1:?       1:No       0.99 
    29541        1:?      2:Yes       0.86 
    29542        1:?       1:No       0.93 
    29543        1:?       1:No       0.9 
    29544        1:?       1:No       0.66 
    29545        1:?       1:No       0.59 
    29546        1:?      2:Yes       0.55 
    29547        1:?       1:No       0.9 
    29548        1:?      2:Yes       0.51 
    29549        1:?      2:Yes       0.82 
    29550        1:?      2:Yes       0.67 
    29551        1:?      2:Yes       0.91 
    29552        1:?      2:Yes       0.56 
    29553        1:?      2:Yes       0.51 
    29554        1:?      2:Yes       0.74 
    29555        1:?       1:No       0.89 
    29556        1:?       1:No       0.91 
    29557        1:?       1:No       0.64 
    29558        1:?      2:Yes       0.9 
    29559        1:?      2:Yes       0.72 
    29560        1:?       1:No       0.99 
    29561        1:?      2:Yes       0.74 
    29562        1:?       1:No       0.78 
    29563        1:?      2:Yes       0.51 
    29564        1:?       1:No       0.62 
    29565        1:?      2:Yes       0.78 
    29566        1:?       1:No       0.62 
    29567        1:?       1:No       0.61 
    29568        1:?      2:Yes       0.8 
    29569        1:?       1:No       0.85 
    29570        1:?       1:No       0.59 
    29571        1:?       1:No       0.82 
    29572        1:?      2:Yes       0.85 
    29573        1:?       1:No       0.88 
    29574        1:?      2:Yes       0.84 
    29575        1:?      2:Yes       0.66 
    29576        1:?      2:Yes       0.96 
    29577        1:?       1:No       0.66 
    29578        1:?      2:Yes       0.73 
    29579        1:?      2:Yes       0.98 
    29580        1:?       1:No       0.64 
    29581        1:?      2:Yes       0.79 
    29582        1:?      2:Yes       0.74 
    29583        1:?       1:No       0.95 
    29584        1:?       1:No       0.65 
    29585        1:?       1:No       0.86 
    29586        1:?      2:Yes       0.92 
    29587        1:?      2:Yes       0.63 
    29588        1:?       1:No       0.95 
    29589        1:?      2:Yes       0.68 
    29590        1:?      2:Yes       0.83 
    29591        1:?       1:No       0.98 
    29592        1:?       1:No       1 
    29593        1:?      2:Yes       0.6 
    29594        1:?      2:Yes       0.9 
    29595        1:?      2:Yes       0.94 
    29596        1:?      2:Yes       0.83 
    29597        1:?      2:Yes       0.84 
    29598        1:?       1:No       0.62 
    29599        1:?      2:Yes       0.95 
    29600        1:?      2:Yes       0.71 
    29601        1:?      2:Yes       0.63 
    29602        1:?      2:Yes       0.9 
    29603        1:?       1:No       0.71 
    29604        1:?       1:No       0.94 
    29605        1:?       1:No       0.94 
    29606        1:?      2:Yes       0.88 
    29607        1:?      2:Yes       0.66 
    29608        1:?      2:Yes       0.63 
    29609        1:?       1:No       0.87 
    29610        1:?      2:Yes       0.88 
    29611        1:?       1:No       0.9 
    29612        1:?       1:No       0.78 
    29613        1:?      2:Yes       0.52 
    29614        1:?       1:No       0.78 
